"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","3641321717939","#23029","One-time","order","product","No","5025878147251","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4553394880757","#26639","One-time","order","product","No","5927281524981","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3102559404211","#19846","One-time","order","product","No","2545582977","Returning","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3098154074291","#19726","One-time","order","product","No","4485290721459","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2708107165793","#18255","One-time","order","product","No","3618546384993","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2423266148449","#15578","One-time","order","product","No","3326755930209","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2502684311649","#16504","One-time","order","product","No","3420941516897","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2506668998753","#16542","One-time","order","product","No","3425043578977","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2127656157281","#13273","One-time","order","product","No","2982014386273","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2418489524321","#15548","One-time","order","product","No","3320115626081","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2619064582241","#17755","One-time","order","product","No","3533911982177","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2352780476513","#15001","One-time","order","product","No","3240775975009","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4645034230005","#29209","One-time","order","product","No","6040908267765","First-time","1","17.99","17.99","-17.99","35.98","17.99","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4656243179765","#29566","One-time","order","product","No","6054065144053","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2549406171233","#17101","One-time","order","product","No","3468339806305","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4656179708149","#29563","One-time","order","product","No","4548083843251","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2465638088801","#16063","One-time","order","product","No","3372377309281","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4653782237429","#29487","One-time","order","product","No","6050194260213","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4684227084533","#30224","One-time","order","product","No","6088433860853","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3145291792563","#21740","One-time","order","product","No","4552281194675","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2423529373793","#15579","One-time","order","product","No","3327117295713","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4561718509813","#26965","One-time","order","product","No","5938230395125","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3219905839283","#22850","One-time","order","product","No","4648343109811","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3646239998131","#23080","One-time","order","product","No","5031049134259","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2461244850273","#16006","One-time","order","product","No","3367888257121","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4656042442997","#29557","One-time","order","product","No","6053900550389","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2320789962849","#14659","One-time","order","product","No","2914388738145","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2630302236769","#17820","One-time","order","product","No","3544048304225","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3163881111731","#21978","One-time","order","product","No","4576187023539","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2450914017377","#15843","One-time","order","product","No","3354759757921","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2381618741345","#15302","One-time","order","product","No","3279089008737","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4620452659445","#28720","One-time","order","product","No","6006974054645","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4582523961589","#27544","One-time","order","product","No","5961261514997","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4691921928437","#30365","One-time","order","product","No","6102842704117","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4060281634995","#26188","One-time","order","product","No","5593907069107","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2311193428065","#14527","One-time","order","product","No","2209746255969","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4644414095605","#29199","One-time","order","product","No","6040226070773","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2043985920097","#13010","One-time","order","product","No","2892448923745","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4690976309493","#30349","One-time","order","product","No","6100182794485","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2484998307937","#16338","One-time","order","product","No","3395405250657","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4618600775925","#28663","One-time","order","product","No","6004857635061","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2648412749921","#17908","One-time","order","product","No","3560938831969","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2160305668193","#13361","One-time","order","product","No","3013550112865","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3197057171635","#22486","One-time","order","product","No","4620618596531","First-time","1","17.99","17.99","0","17.99","17.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4623899459829","#28810","One-time","order","product","No","6010975322357","First-time","1","17.85","17.85","-3.14","20.99","17.85","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4696520491253","#30495","One-time","order","product","No","6107556872437","First-time","1","17.85","17.85","-3.14","20.99","17.85","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4674692481269","#30068","One-time","order","product","No","6076501197045","First-time","1","17.85","17.85","-3.14","20.99","17.85","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4685751615733","#30266","One-time","order","product","No","6089662071029","First-time","1","17.85","17.85","-3.14","20.99","17.85","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4618686693621","#28669","One-time","order","product","No","6004949483765","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4646856098037","#29245","One-time","order","product","No","6042807795957","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4686689009909","#30292","One-time","order","product","No","6090700783861","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4620492636405","#28724","One-time","order","product","No","6007022780661","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4696258380021","#30485","One-time","order","product","No","6107291844853","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4653364543733","#29465","One-time","order","product","No","6048541311221","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4657608720629","#29610","One-time","order","product","No","6055231291637","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4683578179829","#30214","One-time","order","product","No","6087572914421","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4694636921077","#30448","One-time","order","product","No","6105589186805","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4619585224949","#28696","One-time","order","product","No","6005891170549","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4679423131893","#30138","One-time","order","product","No","6082210234613","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4625314808053","#28842","One-time","order","product","No","6012668248309","First-time","1","17","17","-2.99","19.99","17","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3109490262195","#20099","One-time","order","product","No","4510185095347","First-time","1","16","16","-3.99","19.99","16","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3680844939443","#23380","One-time","order","product","No","5070190051507","First-time","1","16","16","-3.99","19.99","16","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4696271945973","#30486","One-time","order","product","No","6087139688693","First-time","1","15.3","15.3","-2.69","17.99","15.3","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4691795312885","#30358","One-time","order","product","No","6102728016117","First-time","1","15.3","15.3","-2.69","17.99","15.3","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4641228554485","#29134","One-time","order","product","No","6034109235445","First-time","1","12.5","12.5","-12.49","24.99","12.5","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4683209212149","#30204","One-time","order","product","No","5206939137","Returning","1","11.88","11.88","0","11.88","11.88","0","0","0","0","0","0","0","12","1","0","12","12","12"
"No","paid","fulfilled","4619384127733","#28686","One-time","order","product","No","6005680275701","First-time","1","11","11","-10.99","21.99","11","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2771475365985","#18559","One-time","order","product","No","3685182963809","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2514309218401","#16749","One-time","order","product","No","450787737630","Returning","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2734712586337","#18348","One-time","order","product","No","3650778202209","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3072756220083","#19238","One-time","order","product","No","4455666221235","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3169430569139","#22034","One-time","order","product","No","4583886782643","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2517956886625","#16855","One-time","order","product","No","3434082271329","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3132216180915","#21542","One-time","order","product","No","4538307313843","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2572106367073","#17259","One-time","order","product","No","3490101624929","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2753226539105","#18447","One-time","order","product","No","3669437808737","First-time","1","10.99","10.99","0","10.99","10.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4626479907061","#28881","One-time","order","product","No","6014885789941","First-time","1","10.5","10.5","-10.49","20.99","10.5","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4604205138165","#28369","One-time","order","product","No","5986646229237","First-time","1","10.5","10.5","-10.49","20.99","10.5","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2168679563361","#13392","One-time","order","product","No","3022716928097","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2317027049569","#14611","One-time","order","product","No","3204798152801","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2187285921889","#13490","One-time","order","product","No","3045091573857","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2277507498081","#14130","One-time","order","product","No","3146567778401","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2310960316513","#14514","One-time","order","product","No","2334678401","Returning","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2311351861345","#14532","One-time","order","product","No","2417307201","Returning","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2311385972833","#14535","One-time","order","product","No","2986629398625","Returning","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2287630450785","#14245","One-time","order","product","No","3171222552673","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2262706749537","#14011","One-time","order","product","No","3137969258593","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2115984261217","#13244","One-time","order","product","No","2973891723361","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2324781760609","#14734","One-time","order","product","No","3063682728033","Returning","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2179883663457","#13450","One-time","order","product","No","3035630534753","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2148843946081","#13344","One-time","order","product","No","3004368748641","First-time","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2110719983713","#13236","One-time","order","product","No","2960175464545","Returning","1","10","10","0","10","10","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3692802015411","#23492","One-time","order","product","No","5100234080435","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2540322455649","#17041","One-time","order","product","No","3458289696865","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3226693271731","#22953","One-time","order","product","No","4658804031667","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3086040301747","#19464","One-time","order","product","No","4470922444979","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3227323072691","#22959","One-time","order","product","No","4659135381683","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3092524630195","#19609","One-time","order","product","No","4477894557875","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3087659958451","#19512","One-time","order","product","No","4472523292851","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3227859550387","#22968","One-time","order","product","No","4660190052531","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2602905370721","#17601","One-time","order","product","No","3518631346273","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3115111940275","#20977","One-time","order","product","No","4519427670195","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2693173510241","#18168","One-time","order","product","No","3606753804385","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3190622781619","#22329","One-time","order","product","No","4613505581235","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3683374006451","#23406","One-time","order","product","No","5069448708275","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3650321907891","#23120","One-time","order","product","No","5035657265331","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3102405165235","#19834","One-time","order","product","No","4490235936947","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2472341504097","#16185","One-time","order","product","No","3380218134625","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3054089142451","#18877","One-time","order","product","No","4435123503283","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3727692660915","#23721","One-time","order","product","No","5137293017267","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3207870447795","#22682","One-time","order","product","No","4633922011315","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3073250197683","#19255","One-time","order","product","No","4456696283315","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2512376561761","#16589","One-time","order","product","No","3428190748769","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2781477404769","#18591","One-time","order","product","No","3693230194785","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3064607703219","#19071","One-time","order","product","No","4446250893491","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3060680360115","#18984","One-time","order","product","No","4441931415731","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2765167591521","#18514","One-time","order","product","No","3679615287393","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2662402981985","#17988","One-time","order","product","No","3577163939937","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3134000660659","#21578","One-time","order","product","No","4539916714163","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2755156443233","#18460","One-time","order","product","No","3671157112929","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2671279308897","#18047","One-time","order","product","No","3585491894369","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3113171615923","#20628","One-time","order","product","No","4516361830579","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2548153221217","#17084","One-time","order","product","No","3466320019553","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3725689159859","#23700","One-time","order","product","No","5135262810291","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3670215033011","#23284","One-time","order","product","No","5055318098099","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3084938870963","#19447","One-time","order","product","No","4469789393075","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3721131753651","#23659","One-time","order","product","No","5130059415731","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2772619755617","#18568","One-time","order","product","No","3686514360417","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2616627429473","#17731","One-time","order","product","No","3529609150561","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3654068928691","#23151","One-time","order","product","No","5039865725107","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3029110554803","#18788","One-time","order","product","No","4404517896371","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3019001430195","#18731","One-time","order","product","No","4396277268659","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3073105756339","#19252","One-time","order","product","No","4456522023091","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2624669286497","#17790","One-time","order","product","No","3538647416929","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2366437097569","#15105","One-time","order","product","No","3259948564577","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3168887079091","#22023","One-time","order","product","No","4581722718387","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2551971807329","#17121","One-time","order","product","No","3471534620769","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2354536349793","#15018","One-time","order","product","No","3248805314657","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3674584711347","#23330","One-time","order","product","No","5064295907507","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3672347345075","#23310","One-time","order","product","No","5059515613363","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3028520927411","#18778","One-time","order","product","No","4403789791411","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2768231497825","#18538","One-time","order","product","No","3682251440225","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3675647475891","#23340","One-time","order","product","No","5066097295539","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2754328133729","#18453","One-time","order","product","No","3669578874977","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2764620202081","#18511","One-time","order","product","No","3679184879713","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3725046448307","#23695","One-time","order","product","No","5134384660659","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2606079344737","#17635","One-time","order","product","No","3521729036385","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3696575905971","#23513","One-time","order","product","No","5103426109619","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2350475444321","#14977","One-time","order","product","No","3241349480545","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2529185857633","#16981","One-time","order","product","No","3450350633057","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2564761714785","#17196","One-time","order","product","No","3482011893857","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2448268394593","#15802","One-time","order","product","No","3352023662689","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3061236072627","#18994","One-time","order","product","No","4442562986163","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3153912037555","#21848","One-time","order","product","No","4563255492787","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2576806379617","#17284","One-time","order","product","No","3494677545057","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3745169211571","#23873","One-time","order","product","No","5163905384627","First-time","1","9.99","9.99","0","9.99","9.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
